,shop_name,review,stars
960,Venezia Italian Gelato,""" 7/1/2016 Best gelato in ATX (and believe me",I've tried the all). The only bad thing is that all of the flavors are amazing and it's impossible to decide which one to get. I ultimately got the pistachio
961,Venezia Italian Gelato,""" 7/14/2016 1 check-in The best homemade gelato I have ever eaten. First time I would say that it wasn't as busy as it should.  Get in there now it's amazing.  The owner is super sweet too","great local business. """
962,Venezia Italian Gelato,""" 5/1/2016 1 check-in I noticed this new bright light beacon in the night as I was driving through my hood down Lamar. And was pumped when I noticed it said Gelato. YES YES YES! So I tired it out last night. When we walked in",I was in love with the decor
963,Venezia Italian Gelato,""" 6/5/2016 We just discovered this place and we are very excited. The gelato is so yummy",and the have donut shaped gelato. My kids loved it. They can even put your kids name on them if you order some for a party! Unlike other nearby by ice cream places
964,Venezia Italian Gelato,7/20/2016 The best gelato! Super friendly owners! Great collection of insanely delicious vegan gelatos as well. Passion Fruit Gelato! Must try!!!,5.0 star rating
965,Venezia Italian Gelato,""" 5/25/2016 As someone lucky enough to have lived in Italy for more than a year and eaten my way from village to little village being sustained sometimes only on gelato","I consider myself qualified to give review of this new gelateria. And it is truly divine. Does not leave you feeling heavy. Just leaves you feeling high on the taste of natural handmade gelato. I see a lot of gelato in my future!!! The proprietor is the real deal. You can tell he loves his gelato. Gelato heaven at Venezia """
966,Venezia Italian Gelato,""" 9/18/2016 This is real Gelato",you can taste it. It is made with high quality ingredients. The owners are super nice and they know their craft. The pecan gelato is beyond belief and the cheesecake was creamy but not greasy at all
967,Venezia Italian Gelato,5/6/2016 Words cannot describe the love that is put into this gelato. The owners are so incredibly friendly. They want you to try every flavor. It's soooo good!!  Best gelato in ATX. Get the Antonella. It's like Nutella but gelatotized.,5.0 star rating
968,Venezia Italian Gelato,8/7/2016 Wow wow wow. Amazing gelato and 100% authentic and natural ingredients. Owner is simply awesome. Must thry the Venice chocolate. Best Italian gelato in town and I have tried several great ones!,5.0 star rating
969,Venezia Italian Gelato,""" 5/8/2016 Hands down",the best gelato I've ever had. In fact
970,Venezia Italian Gelato,""" 4/30/2016 The very BEST GELATO in Austin TX! Beautiful location",great service and incredibly good gelato
971,Venezia Italian Gelato,""" 9/22/2016 This place is amazing! We were looking for coffee the other day and found it. They saw us waiting outside and opened early for us. The owners are so sweet and the coffee is unlike anything i've ever had before. They gave us a taste of the gelato and I will DEFINITELY be back. It was so creamy",smooth
972,Venezia Italian Gelato,""" 8/20/2016 1 check-in Authentic",top notch place. From the gelato itself
973,Venezia Italian Gelato,""" 5/6/2016 1 check-in Its the best Gelato in the town. Awesome tastes. So many flavors",and I was confused which one I should take. I took pistachios
974,Venezia Italian Gelato,""" 5/26/2016 Came here one evening as I was in the mood for a late night treat. The owners were super friendly and their gelato did not disappoint!  I tried a couple of different flavors (the Venezia was amazing!) and all were incredibly rich",smooth
975,Venezia Italian Gelato,8/16/2016 This place is a must if you want authentic Gelato!! Try the cherry gelato. The gentleman helping us explained that the cherries are shipped from Italy. I have never had cherries that delicious. And they combine it with the gelato! Winning!! I can't wait until our next trip.,5.0 star rating
976,Venezia Italian Gelato,""" 7/12/2016 This place deserves nothing short of 5 stars. I ordered a medium (3 flavors) with passion fruit","hazelnut and Texas pecan. These guys know what they are doing! I couldn't resist the temptation and ordered two more scoops of straciatella and the Venezia. Venezia is the best flavor I have tasted in gelato. It tastes a lot like the inside of a ferrerro rocher. This is now my weekly dessert spot! """
977,Venezia Italian Gelato,""" 8/21/2016 Amazing",amazing
978,Venezia Italian Gelato,6/22/2016 A two sample limit that comes across as insulting. The gelato is good but seems airy and cheap in a way. Not my favorite and there are better places close by that let you sample until you find something like.  Hahahahahahaha. You have to read this owners response!,2.0 star rating
979,Venezia Italian Gelato,""" 8/7/2016 If you do one thing during Texas' neverending summer",treat yourself to this authentic and creamy gelato! You won't be sorry since it has 65% less fat than traditional ice cream so you can come back frequently and taste their 400 flavors! It totally took me back to my favorite gelato shop in Rome
980,Venezia Italian Gelato,7/1/2016 So thankful for a quality gelato shop in the hood.  Love the local feel and the husband and wife owners are so charming and hospitable!,5.0 star rating
981,Venezia Italian Gelato,""" 6/28/2016 The hazelnut and pistachio flavours are absolutely delicious!! Will be back soon ;) but the lime was only meh","and I am not a huge fan of the black and white decor- seems a little harsh """
982,Venezia Italian Gelato,6/14/2016 1 check-in Yum!! And the owners are from Italy!!!! Cute shop and super friendly! The gelato pop was amazing! And the hazelnut and pistachio gelato to die for!,5.0 star rating
983,Venezia Italian Gelato,8/6/2016 The real deal Italian gelato. Home made on premise. Owners are from Venice are super nice. The salted caramel was divine and the cappuccino was like frozen tiramasu. The black cherry was off the hook and the cherries are sourced from Italy. If you're on south Lamar this is a must stop for an afternoon treat or an after dinner dessert.,5.0 star rating
984,Venezia Italian Gelato,8/19/2016 I fell in love with the gelato!!!! They have so many good flavors and treats. I would recommend this to everyone but keep in mind that if you have a peanut allergy you can't eat here ! The staff was very friendly,5.0 star rating
985,Venezia Italian Gelato,""" 5/27/2016 This is the best gelato I have had in Austin",TX for the past 5 years that I have lived and visited this town. My favorite flavors are the Venezia and hazelnut
986,Venezia Italian Gelato,8/13/2016 Authentic Italian gelato-Great variety of flavors and natural ingredients. Awesome place to come and relax with some gelato & a beautiful coffee. Decor is on point ! A little taste of italy. Yum !,5.0 star rating
987,Venezia Italian Gelato,""" 7/8/2016 On a hot July night in Austin","this was absolutely the perfect remedy. The authentic feel of the place complimented with the French speaking girl dipping made this a fantastic experience. Got the black biscuit and cannot wait to come back for more! """
988,Venezia Italian Gelato,""" 5/29/2016 The best gelato in America. The passion fruit gelato is incredible. Great customer service","very friendly. A husband and wife team from Italy who make gelato with skills straight from Italy. """
989,Venezia Italian Gelato,7/4/2016 Have been here a few times now. Some of the best Gelato I have ever experienced(including Italy). Taste is so fresh! My wife likes the vegan options and has not been disappointed.,5.0 star rating
990,Venezia Italian Gelato,7/22/2016 I had heard about Venezia back in June so when the opportunity came to check it out I was pleasantly surprised. Great gelato and afterwards we had espresso which hit the spot. LOVE this place.,5.0 star rating
991,Venezia Italian Gelato,""" 7/3/2016 1 check-in Great service and prices. Its the REAL DEAL. They are from Italy ad it was nice to have that taste once again. I have missed REAL gelato from Italy since Ive been there before. Nice gem. Clean","great owners and practiced my few words of italian. They have all italian products. Really awesome! """
